Country Name,Country Code,Indicator Code,value_2014
Arab World,ARB,LO.EGRA.ORF.LUN.2GRD,
Arab World,ARB,LO.EGRA.ORF.LUV.2GRD,
Arab World,ARB,LO.EGRA.ORF.NZE.2GRD,
Arab World,ARB,LO.EGRA.ORF.SID.2GRD,
Arab World,ARB,LO.EGRA.ORF.SID.3GRD,
Arab World,ARB,LO.EGRA.ORF.SIL.2GRD,
Arab World,ARB,LO.EGRA.ORF.SOM.2GRD,
Arab World,ARB,LO.EGRA.ORF.SOM.3GRD,
Arab World,ARB,LO.EGRA.ORF.SNG.2GRD,
Arab World,ARB,LO.EGRA.ORF.SPN.2GRD,
Arab World,ARB,LO.EGRA.ORF.SPN.3GRD,
Arab World,ARB,LO.EGRA.ORF.SPN.4GRD,
Arab World,ARB,LO.EGRA.ORF.TIG.2GRD,
Arab World,ARB,LO.EGRA.ORF.TIG.3GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.AFA.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.AFA.3GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.AKU.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.AMH.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.AMH.3GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.ARB.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.ARB.3GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.AST.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.BMN.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.BOM.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.CHC.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.CHC.4GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.CHI.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.CIN.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.DAG.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.DAGB.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.DAN.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.ENG.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.ENG.3GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.ENG.4GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.ENG.6GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.EWE.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.FAN.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.FLP.3GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.FRN.3GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.FLF.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.GA.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.GON.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.HAR.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.HAR.3GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.ICI.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.IND.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.KAS.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.KII.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.KNY.4GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.KNY.6GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.KIS.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.LUN.2GRD,
Arab World,ARB,LO.EGRA.CWPM.ZERO.LUV.2GRD,
